Vardas         Pavarde        nd1  nd2  nd3  nd4  nd5  nd6  nd7  nd8  nd9  nd10 Egz. 
Vardas445      Pavarde445     5    7    0    7    3    2    1    5    3    7    5    
Vardas446      Pavarde446     7    3    4    3    10   8    5    6    0    10   4    
Vardas447      Pavarde447     1    4    0    5    9    7    3    4    8    3    1    
Vardas448      Pavarde448     10   6    9    6    4    3    8    2    0    7    0    
Vardas449      Pavarde449     0    6    0    10   8    5    7    2    4    4    5    
Vardas45       Pavarde45      2    7    7    5    1    1    1    3    3    7    2    
Vardas450      Pavarde450     1    10   9    7    10   0    9    3    3    1    10   
Vardas451      Pavarde451     1    5    2    10   3    10   4    2    3    9    4    
Vardas452      Pavarde452     1    6    5    10   0    7    1    1    4    1    10   
Vardas453      Pavarde453     8    5    4    10   8    4    0    7    0    3    5    
Vardas454      Pavarde454     0    0    7    1    3    2    3    1    8    6    7    
Vardas455      Pavarde455     0    6    0    3    7    4    4    10   6    8    6    
Vardas456      Pavarde456     4    7    1    0    5    3    0    5    9    5    5    
Vardas457      Pavarde457     4    9    0    10   1    3    5    8    10   3    6    
Vardas458      Pavarde458     8    6    8    3    2    8    4    9    3    8    2    
Vardas459      Pavarde459     4    3    10   8    9    9    0    3    3    0    10   
Vardas46       Pavarde46      1    9    6    1    4    9    1    7    4    1    7    
Vardas460      Pavarde460     6    5    1    4    9    3    1    8    4    1    3    
Vardas461      Pavarde461     2    3    7    3    4    1    0    0    0    3    4    
Vardas462      Pavarde462     10   10   10   9    0    10   1    0    3    8    5    
Vardas463      Pavarde463     10   10   10   8    1    6    9    0    8    10   2    
Vardas464      Pavarde464     1    7    10   3    0    6    10   5    9    0    1    
Vardas465      Pavarde465     7    5    4    1    1    0    10   7    0    3    6    
Vardas466      Pavarde466     6    6    5    3    2    4    0    4    0    2    0    
Vardas467      Pavarde467     9    7    6    2    4    7    8    10   3    5    0    
Vardas468      Pavarde468     6    4    9    1    7    7    0    10   2    9    7    
Vardas469      Pavarde469     1    7    5    5    8    0    10   3    6    1    7    
Vardas47       Pavarde47      2    1    9    2    1    0    5    9    3    5    8    
Vardas470      Pavarde470     5    4    1    4    7    7    1    5    10   6    10   
Vardas471      Pavarde471     9    4    8    0    8    2    4    8    5    4    4    
Vardas472      Pavarde472     8    4    2    2    10   10   2    10   0    8    0    
Vardas473      Pavarde473     9    0    9    7    1    0    3    9    6    4    10   
Vardas474      Pavarde474     5    2    5    0    6    10   1    4    9    6    0    
Vardas475      Pavarde475     10   3    9    9    5    10   3    3    7    8    9    
Vardas476      Pavarde476     1    1    4    5    7    6    0    10   7    0    6    
Vardas477      Pavarde477     8    5    0    4    4    0    2    1    0    8    8    
Vardas478      Pavarde478     3    10   2    7    3    7    9    7    8    6    7    
Vardas479      Pavarde479     3    7    4    9    9    10   7    4    0    4    6    
Vardas48       Pavarde48      8    7    4    5    9    0    3    3    8    4    1    
Vardas480      Pavarde480     2    1    5    4    9    3    6    1    0    0    10   
Vardas481      Pavarde481     5    4    0    3    6    5    9    8    3    10   10   
Vardas482      Pavarde482     3    3    3    3    10   5    9    9    6    1    0    
Vardas483      Pavarde483     8    10   4    5    9    5    2    0    6    10   0    
Vardas484      Pavarde484     0    7    3    6    1    5    3    3    2    8    4    
Vardas485      Pavarde485     3    8    1    7    0    3    2    7    5    7    9    
Vardas486      Pavarde486     1    2    0    4    1    0    2    4    10   5    10   
Vardas487      Pavarde487     2    8    10   8    10   7    1    4    6    4    2    
Vardas488      Pavarde488     0    5    7    8    8    8    9    5    3    1    10   
Vardas489      Pavarde489     3    0    10   7    4    6    10   10   6    6    9    
Vardas49       Pavarde49      1    8    6    1    3    2    3    8    1    9    0    
Vardas490      Pavarde490     5    1    5    6    2    2    4    2    8    5    0    
Vardas491      Pavarde491     6    8    2    10   7    1    3    2    3    4    9    
Vardas492      Pavarde492     5    10   0    2    0    2    6    5    1    8    7    
Vardas493      Pavarde493     1    3    4    5    1    10   7    0    8    1    4    
Vardas494      Pavarde494     3    3    1    9    7    1    2    2    1    5    8    
Vardas495      Pavarde495     6    4    5    7    10   9    8    9    4    8    0    
Vardas496      Pavarde496     0    1    9    0    10   4    6    9    0    10   7    
Vardas497      Pavarde497     9    5    6    3    1    9    3    4    9    6    1    
Vardas498      Pavarde498     2    6    1    4    5    2    7    6    5    6    7    
Vardas499      Pavarde499     1    1    10   9    9    7    7    6    2    2    2    
Vardas5        Pavarde5       2    10   1    6    2    5    7    7    2    4    1    
Vardas50       Pavarde50      3    8    9    5    8    2    5    7    8    2    8    
Vardas500      Pavarde500     0    1    8    7    0    10   10   8    4    9    6    
Vardas501      Pavarde501     4    3    6    6    5    2    9    2    2    0    1    
Vardas502      Pavarde502     10   6    6    0    9    2    0    10   5    0    7    
Vardas503      Pavarde503     3    8    5    2    2    8    8    8    8    8    2    
Vardas504      Pavarde504     2    8    8    3    4    7    7    9    3    0    9    
Vardas505      Pavarde505     3    9    5    8    0    4    5    9    2    2    7    
Vardas506      Pavarde506     5    7    3    10   9    5    4    3    8    8    5    
Vardas507      Pavarde507     6    9    3    9    0    10   7    3    5    2    9    
Vardas508      Pavarde508     9    4    0    6    6    9    6    9    6    5    1    
Vardas509      Pavarde509     0    5    5    3    10   3    3    2    8    0    4    
Vardas51       Pavarde51      5    6    5    7    9    10   6    0    0    3    8    
Vardas510      Pavarde510     8    8    10   7    1    3    1    3    8    7    8    
Vardas511      Pavarde511     2    3    5    4    0    2    5    9    1    10   10   
Vardas512      Pavarde512     0    3    8    3    10   4    10   10   1    10   3    
Vardas513      Pavarde513     10   0    2    8    8    7    4    0    10   3    9    
Vardas514      Pavarde514     2    10   4    1    5    0    5    5    3    8    3    
Vardas515      Pavarde515     9    9    9    7    5    3    1    7    0    7    9    
Vardas516      Pavarde516     1    9    6    7    3    9    6    9    4    4    7    
Vardas517      Pavarde517     8    1    4    0    7    4    6    0    9    0    2    
Vardas518      Pavarde518     2    6    5    5    3    10   5    0    6    1    8    
Vardas519      Pavarde519     1    10   1    3    0    8    9    7    7    3    6    
Vardas52       Pavarde52      2    2    10   5    0    0    3    10   1    0    3    
Vardas520      Pavarde520     9    9    4    5    0    1    5    8    4    7    8    
Vardas521      Pavarde521     6    4    7    4    5    3    6    6    5    10   0    
Vardas522      Pavarde522     6    0    10   3    5    10   4    4    2    3    4    
Vardas523      Pavarde523     8    3    8    0    5    6    4    5    6    2    9    
Vardas524      Pavarde524     3    1    1    5    7    3    1    6    5    1    10   
Vardas525      Pavarde525     2    7    3    7    4    7    9    1    4    2    7    
Vardas526      Pavarde526     4    6    8    6    0    4    3    5    2    9    4    
Vardas527      Pavarde527     1    9    2    0    0    8    3    7    9    1    0    
Vardas528      Pavarde528     6    2    7    0    2    4    8    6    5    5    2    
Vardas529      Pavarde529     9    4    4    6    9    6    0    6    4    3    2    
Vardas53       Pavarde53      3    8    0    3    5    5    2    10   0    3    6    
Vardas530      Pavarde530     9    6    5    6    7    5    7    9    7    9    8    
Vardas531      Pavarde531     10   0    4    2    6    5    1    5    1    1    5    
Vardas532      Pavarde532     10   4    10   3    4    7    8    3    5    0    1    
Vardas533      Pavarde533     9    10   3    6    8    4    7    7    4    2    7    
Vardas534      Pavarde534     4    4    5    7    10   9    2    6    10   2    1    
Vardas535      Pavarde535     1    1    2    3    5    6    4    4    0    9    1    
Vardas536      Pavarde536     7    9    6    4    5    4    4    8    7    5    8    
Vardas537      Pavarde537     7    3    10   1    7    9    1    1    0    2    2    
Vardas538      Pavarde538     9    1    5    1    6    9    2    0    10   9    6    
Vardas539      Pavarde539     7    5    3    3    2    3    9    3    7    3    6    
Vardas54       Pavarde54      7    3    7    1    1    10   3    7    3    6    3    
Vardas540      Pavarde540     3    9    2    9    4    9    4    8    7    9    10   
Vardas541      Pavarde541     1    3    10   6    0    3    1    3    2    8    7    
Vardas542      Pavarde542     5    1    1    6    4    3    3    5    4    6    8    
Vardas543      Pavarde543     8    3    5    2    4    8    10   2    9    9    5    
Vardas544      Pavarde544     5    3    7    1    4    3    10   2    6    3    4    
Vardas545      Pavarde545     10   6    2    8    2    3    3    3    1    0    2    
Vardas546      Pavarde546     8    1    10   3    0    3    5    1    1    6    5    
Vardas547      Pavarde547     4    10   10   10   6    2    3    2    7    6    10   
Vardas548      Pavarde548     8    2    9    2    10   4    9    6    9    3    6    
Vardas549      Pavarde549     6    10   8    0    1    7    8    4    3    5    4    
Vardas55       Pavarde55      10   10   3    8    0    1    5    6    0    0    10   
Vardas550      Pavarde550     8    5    7    0    2    9    8    10   0    7    1    
Vardas551      Pavarde551     10   10   9    3    5    8    10   2    9    4    3    
Vardas552      Pavarde552     0    3    4    10   0    3    4    6    2    2    9    
Vardas553      Pavarde553     3    10   1    8    9    2    5    3    6    0    0    
Vardas554      Pavarde554     4    0    9    5    1    2    2    8    5    1    3    
Vardas555      Pavarde555     6    9    8    0    0    7    1    4    6    6    6    
Vardas556      Pavarde556     9    1    3    6    10   2    4    4    2    5    6    
Vardas557      Pavarde557     4    4    3    1    3    7    7    3    2    3    5    
Vardas558      Pavarde558     3    7    1    10   10   1    10   10   0    5    3    
Vardas559      Pavarde559     6    5    0    3    10   4    7    8    7    5    2    
Vardas56       Pavarde56      6    10   6    5    4    3    5    3    10   1    8    
Vardas560      Pavarde560     4    5    3    10   10   10   2    0    0    1    4    
Vardas561      Pavarde561     7    7    10   7    1    10   2    0    4    1    6    
Vardas562      Pavarde562     7    10   10   1    7    10   4    8    2    4    10   
Vardas563      Pavarde563     9    1    4    6    7    3    7    2    5    0    5    
Vardas564      Pavarde564     4    8    2    10   2    3    9    7    2    7    2    
Vardas565      Pavarde565     4    1    5    3    0    1    9    10   9    1    10   
Vardas566      Pavarde566     7    4    0    9    1    10   5    2    9    9    7    
Vardas567      Pavarde567     7    5    0    10   3    2    0    4    9    9    1    
Vardas568      Pavarde568     7    1    1    9    10   9    1    0    0    9    4    
Vardas569      Pavarde569     9    1    9    4    2    7    9    3    7    10   7    
Vardas57       Pavarde57      1    0    7    8    8    6    3    2    7    1    6    
Vardas570      Pavarde570     3    2    3    0    8    10   2    0    7    2    3    
Vardas571      Pavarde571     3    4    0    3    2    6    7    2    0    8    5    
Vardas572      Pavarde572     0    0    9    2    10   1    8    9    3    0    0    
Vardas573      Pavarde573     3    5    1    1    3    5    9    3    6    8    6    
Vardas574      Pavarde574     6    5    7    7    5    7    1    10   2    2    0    
Vardas575      Pavarde575     9    5    0    3    10   8    1    9    9    0    6    
Vardas576      Pavarde576     8    10   4    3    5    9    9    4    10   3    5    
Vardas577      Pavarde577     10   1    6    6    3    8    3    8    10   3    8    
Vardas578      Pavarde578     0    7    1    9    10   6    7    5    8    6    6    
Vardas579      Pavarde579     0    5    0    1    0    8    3    0    0    1    2    
Vardas58       Pavarde58      8    6    4    9    6    7    0    1    8    0    7    
Vardas580      Pavarde580     7    1    6    2    10   9    4    8    2    4    6    
Vardas581      Pavarde581     10   3    10   10   4    7    10   0    7    8    7    
Vardas582      Pavarde582     2    4    3    9    7    8    1    8    10   8    5    
Vardas583      Pavarde583     9    1    10   2    6    7    1    3    3    8    10   
Vardas584      Pavarde584     10   9    4    0    3    7    0    5    9    9    2    
Vardas585      Pavarde585     10   8    2    8    5    1    8    10   7    10   6    
Vardas586      Pavarde586     4    3    4    7    3    10   1    8    0    10   10   
Vardas587      Pavarde587     5    6    6    2    7    9    7    1    8    7    0    
Vardas588      Pavarde588     3    0    3    5    0    10   7    8    2    2    1    
Vardas589      Pavarde589     1    6    10   7    9    3    9    7    6    9    4    
Vardas59       Pavarde59      10   2    9    10   8    8    1    5    7    3    0    
Vardas590      Pavarde590     7    1    0    2    5    7    1    6    7    10   6    
Vardas591      Pavarde591     3    8    4    3    5    3    10   4    0    6    3    
Vardas592      Pavarde592     9    0    10   6    9    9    10   6    0    7    4    
Vardas593      Pavarde593     6    2    9    8    8    3    6    10   7    9    4    
Vardas594      Pavarde594     8    6    5    1    4    10   4    6    4    7    10   
Vardas595      Pavarde595     7    7    4    5    6    8    4    7    7    4    5    
Vardas596      Pavarde596     0    4    9    6    8    8    9    3    9    9    1    
Vardas597      Pavarde597     0    7    0    6    8    4    10   3    10   5    1    
Vardas598      Pavarde598     6    1    7    2    10   3    7    4    7    5    4    
Vardas599      Pavarde599     0    7    5    9    4    3    10   1    9    5    6    
Vardas6        Pavarde6       6    10   5    3    6    9    4    9    2    7    8    
Vardas60       Pavarde60      6    5    0    4    9    6    0    10   10   9    2    
Vardas600      Pavarde600     1    8    1    9    8    4    1    7    1    5    7    
Vardas601      Pavarde601     2    6    1    8    3    7    0    8    6    10   9    
Vardas602      Pavarde602     3    8    1    4    8    0    8    9    5    3    6    
Vardas603      Pavarde603     9    9    4    9    0    4    1    5    0    8    7    
Vardas604      Pavarde604     4    0    8    1    3    7    10   7    4    7    5    
Vardas605      Pavarde605     9    2    10   4    7    3    3    2    1    1    3    
Vardas606      Pavarde606     1    8    5    0    2    1    0    8    10   5    4    
Vardas607      Pavarde607     10   9    10   6    6    7    1    3    0    4    1    
Vardas608      Pavarde608     5    5    4    5    1    0    0    1    5    1    0    
Vardas609      Pavarde609     10   4    0    6    8    6    7    9    5    5    1    
Vardas61       Pavarde61      9    10   1    3    7    5    1    6    2    8    10   
Vardas610      Pavarde610     5    10   1    10   9    0    5    2    6    8    0    
Vardas611      Pavarde611     3    3    9    3    4    10   8    4    0    2    0    
Vardas612      Pavarde612     9    2    1    0    7    8    7    4    5    5    0    
Vardas613      Pavarde613     10   10   7    4    0    10   3    5    4    5    4    
Vardas614      Pavarde614     4    6    8    8    7    1    5    4    4    7    0    
Vardas615      Pavarde615     7    10   4    3    10   9    8    2    3    3    0    
Vardas616      Pavarde616     10   5    1    4    9    9    10   4    10   1    6    
Vardas617      Pavarde617     4    0    5    7    0    5    1    10   0    2    4    
Vardas618      Pavarde618     3    1    7    3    9    7    8    4    5    8    3    
Vardas619      Pavarde619     6    5    6    6    0    1    10   9    4    7    6    
Vardas62       Pavarde62      0    8    3    1    10   7    10   5    5    0    7    
Vardas620      Pavarde620     8    10   8    5    7    1    7    5    3    3    4    
Vardas621      Pavarde621     0    7    6    9    3    7    1    4    8    4    5    
Vardas622      Pavarde622     9    6    8    2    6    1    6    1    1    9    0    
Vardas623      Pavarde623     10   1    9    9    9    1    9    6    3    9    1    
Vardas624      Pavarde624     0    4    9    4    1    2    9    4    2    7    10   
Vardas625      Pavarde625     10   6    10   5    7    3    5    6    9    6    6    
Vardas626      Pavarde626     9    6    10   0    3    5    7    5    9    5    9    
Vardas627      Pavarde627     6    8    0    5    7    10   1    7    9    3    10   
Vardas628      Pavarde628     8    8    5    5    1    2    3    2    9    3    1    
Vardas629      Pavarde629     0    6    0    3    1    0    6    3    3    0    0    
Vardas63       Pavarde63      6    4    4    5    9    2    10   9    10   1    7    
Vardas630      Pavarde630     4    8    3    7    6    7    4    9    10   2    8    
Vardas631      Pavarde631     5    7    4    7    6    4    2    6    4    9    2    
Vardas632      Pavarde632     8    9    6    7    3    2    0    1    9    7    1    
Vardas633      Pavarde633     9    5    7    4    9    10   1    7    5    9    6    
Vardas634      Pavarde634     2    1    9    3    3    7    10   1    1    1    4    
Vardas635      Pavarde635     3    6    0    6    1    8    3    1    9    6    3    
Vardas636      Pavarde636     8    0    5    6    6    5    1    7    9    6    0    
Vardas637      Pavarde637     2    5    8    4    6    6    7    9    6    3    3    
Vardas638      Pavarde638     6    10   2    6    3    8    10   4    5    6    4    
Vardas639      Pavarde639     8    1    9    2    10   10   1    4    2    4    3    
Vardas64       Pavarde64      4    8    9    5    9    9    6    8    2    1    10   
Vardas640      Pavarde640     9    3    6    6    0    6    8    10   3    1    0    
Vardas641      Pavarde641     3    10   1    1    2    0    6    2    0    3    10   
Vardas642      Pavarde642     5    10   3    10   1    3    2    2    6    10   2    
Vardas643      Pavarde643     6    2    8    0    9    2    4    1    8    7    2    
Vardas644      Pavarde644     1    9    7    2    4    0    0    3    4    0    8    
Vardas645      Pavarde645     4    7    10   7    3    0    5    6    10   6    0    
Vardas646      Pavarde646     1    6    0    1    5    3    0    9    7    6    3    
Vardas647      Pavarde647     2    0    6    10   5    9    4    9    3    7    9    
Vardas648      Pavarde648     10   5    1    9    5    8    10   5    0    5    10   
Vardas649      Pavarde649     1    9    0    7    1    1    3    2    3    5    2    
Vardas65       Pavarde65      7    3    7    1    7    6    5    8    4    3    7    
Vardas650      Pavarde650     5    0    5    0    0    7    1    3    4    9    4    
Vardas651      Pavarde651     1    4    2    5    6    3    3    3    6    5    8    
Vardas652      Pavarde652     1    1    2    10   3    2    3    8    6    6    10   
Vardas653      Pavarde653     9    6    8    0    10   0    5    5    3    8    6    
Vardas654      Pavarde654     6    2    7    0    5    3    3    5    2    10   4    
Vardas655      Pavarde655     0    7    1    8    2    2    3    6    6    10   6    
Vardas656      Pavarde656     1    2    5    0    1    9    1    4    6    6    8    
Vardas657      Pavarde657     5    2    2    10   1    5    9    8    7    6    3    
Vardas658      Pavarde658     4    3    7    3    2    4    10   6    9    10   9    
Vardas659      Pavarde659     1    5    2    3    2    7    10   2    4    5    4    
Vardas66       Pavarde66      2    1    9    0    1    0    6    4    0    1    6    
Vardas660      Pavarde660     4    5    1    3    1    0    8    7    9    0    2    
Vardas661      Pavarde661     2    7    10   6    10   0    9    3    7    8    7    
Vardas662      Pavarde662     6    1    6    8    1    8    7    9    6    2    10   
Vardas663      Pavarde663     1    10   7    0    3    9    8    3    8    8    5    
Vardas664      Pavarde664     5    1    0    0    2    0    0    0    2    4    10   
Vardas665      Pavarde665     2    3    1    1    9    9    10   10   3    2    3    
Vardas666      Pavarde666     2    0    4    1    0    6    10   2    4    4    2    
Vardas667      Pavarde667     1    5    3    0    6    10   0    9    6    1    3    
Vardas668      Pavarde668     6    2    6    9    5    6    10   3    1    4    4    
Vardas669      Pavarde669     5    5    4    8    7    7    7    7    5    2    2    
Vardas67       Pavarde67      7    10   2    7    7    4    10   6    2    9    1    
Vardas670      Pavarde670     0    5    8    7    2    6    7    1    7    2    10   
Vardas671      Pavarde671     10   7    3    9    1    5    10   10   7    0    2    
Vardas672      Pavarde672     1    0    1    9    0    3    3    1    0    0    1    
Vardas673      Pavarde673     2    6    4    4    2    2    6    6    0    5    2    
Vardas674      Pavarde674     0    7    2    7    6    10   6    2    2    2    8    
Vardas675      Pavarde675     6    1    4    7    7    5    10   0    9    10   8    
Vardas676      Pavarde676     4    7    3    0    9    7    5    9    5    5    7    
Vardas677      Pavarde677     5    1    1    8    6    1    5    7    4    4    5    
Vardas678      Pavarde678     3    9    7    3    3    3    8    4    5    0    6    
Vardas679      Pavarde679     3    2    6    6    0    10   3    3    7    3    6    
Vardas68       Pavarde68      7    6    4    4    6    6    5    3    10   7    0    
Vardas680      Pavarde680     10   10   8    5    7    7    8    4    3    5    0    
Vardas681      Pavarde681     1    0    8    6    2    7    9    0    3    6    9    
Vardas682      Pavarde682     0    3    8    2    3    2    3    6    4    7    8    
Vardas683      Pavarde683     6    3    3    6    2    9    9    6    6    7    0    
Vardas684      Pavarde684     4    4    4    3    1    5    3    8    1    7    9    
Vardas685      Pavarde685     9    6    0    5    6    5    5    2    0    2    10   
Vardas686      Pavarde686     10   2    10   0    4    8    4    1    8    3    8    
Vardas687      Pavarde687     4    5    0    5    2    6    1    0    7    7    6    
Vardas688      Pavarde688     9    0    7    2    6    9    9    10   3    6    4    
Vardas689      Pavarde689     9    2    3    3    10   10   0    6    4    4    2    
Vardas69       Pavarde69      10   10   8    0    3    8    0    5    4    1    0    
Vardas690      Pavarde690     7    1    9    3    6    9    3    8    0    1    8    
Vardas691      Pavarde691     5    4    5    1    2    5    3    5    6    2    4    
Vardas692      Pavarde692     6    1    3    2    9    2    8    6    0    9    9    
Vardas693      Pavarde693     8    6    9    1    9    0    8    1    4    3    9    
Vardas694      Pavarde694     9    8    7    6    0    6    7    9    3    6    10   
Vardas695      Pavarde695     5    10   9    4    6    7    6    2    7    2    2    
Vardas696      Pavarde696     3    0    2    7    9    2    0    3    2    5    3    
Vardas697      Pavarde697     10   3    7    1    10   10   5    8    9    1    2    
Vardas698      Pavarde698     2    1    0    1    8    1    4    6    6    5    9    
Vardas699      Pavarde699     5    4    0    1    2    4    7    10   5    1    5    
Vardas7        Pavarde7       8    2    6    0    1    0    10   1    10   10   6    
Vardas70       Pavarde70      10   6    10   1    1    0    10   1    10   9    10   
Vardas700      Pavarde700     6    9    1    0    8    3    5    10   3    5    6    
Vardas701      Pavarde701     9    9    3    6    0    0    10   0    4    2    7    
Vardas702      Pavarde702     4    5    5    3    10   10   1    5    7    7    8    
Vardas703      Pavarde703     0    7    5    6    5    8    6    6    3    2    5    
Vardas704      Pavarde704     3    5    2    2    9    6    0    0    0    0    1    
Vardas705      Pavarde705     2    7    6    9    4    2    5    8    4    1    10   
Vardas706      Pavarde706     8    4    10   5    9    3    6    4    3    1    10   
Vardas707      Pavarde707     8    0    6    2    3    9    7    8    0    4    10   
Vardas708      Pavarde708     6    1    0    2    9    3    5    0    10   4    8    
Vardas709      Pavarde709     0    9    3    5    2    1    10   4    7    0    3    
Vardas71       Pavarde71      7    4    9    9    3    5    6    4    1    8    0    
Vardas710      Pavarde710     4    3    1    9    0    7    1    4    4    4    9    
Vardas711      Pavarde711     0    3    4    0    7    10   0    5    7    8    3    
Vardas712      Pavarde712     8    4    3    2    1    3    9    9    3    10   2    
Vardas713      Pavarde713     8    7    6    10   0    3    6    7    9    2    0    
Vardas714      Pavarde714     9    0    5    7    10   8    5    10   5    10   2    
Vardas715      Pavarde715     8    6    5    7    7    10   10   4    9    3    9    
Vardas716      Pavarde716     7    7    3    1    4    5    8    10   1    4    5    
Vardas717      Pavarde717     5    8    0    8    3    8    1    2    1    2    1    
Vardas718      Pavarde718     1    9    2    3    10   10   6    2    9    0    7    
Vardas719      Pavarde719     4    8    6    0    4    4    9    6    8    3    9    
Vardas72       Pavarde72      1    8    6    4    4    4    0    4    0    8    8    
Vardas720      Pavarde720     9    2    7    4    3    7    8    8    0    1    4    
Vardas721      Pavarde721     8    4    10   9    1    10   7    7    8    4    10   
Vardas722      Pavarde722     9    1    6    0    1    4    3    8    6    6    6    
Vardas723      Pavarde723     10   10   1    6    1    4    8    8    2    1    8    
Vardas724      Pavarde724     6    7    6    0    8    10   6    1    3    6    1    
Vardas725      Pavarde725     6    2    5    7    7    7    7    7    8    10   6    
Vardas726      Pavarde726     3    3    8    2    6    3    8    8    9    3    7    
Vardas727      Pavarde727     5    6    6    2    8    0    5    2    0    8    9    
Vardas728      Pavarde728     1    7    1    7    1    3    1    8    6    7    5    
Vardas729      Pavarde729     4    2    7    3    5    2    2    4    4    9    6    
Vardas73       Pavarde73      5    4    2    7    8    9    6    6    10   7    10   
Vardas730      Pavarde730     9    4    0    3    4    6    8    3    4    0    2    
Vardas731      Pavarde731     5    7    9    10   4    9    8    2    7    3    9    
Vardas732      Pavarde732     2    1    2    0    8    7    3    3    8    7    5    
Vardas733      Pavarde733     9    3    10   1    7    8    0    0    8    7    9    
Vardas734      Pavarde734     2    10   9    8    3    2    5    9    7    7    4    
Vardas735      Pavarde735     9    6    6    2    6    10   0    10   7    6    7    
Vardas736      Pavarde736     6    3    0    7    7    10   2    9    6    0    10   
Vardas737      Pavarde737     10   6    8    8    4    8    6    2    9    3    2    
Vardas738      Pavarde738     1    3    5    0    4    0    9    0    3    5    9    
Vardas739      Pavarde739     0    1    5    1    7    0    0    3    7    1    5    
Vardas74       Pavarde74      2    0    6    7    6    6    0    4    9    7    8    
Vardas740      Pavarde740     4    0    3    9    1    5    4    6    7    9    9    
Vardas741      Pavarde741     3    3    4    6    9    7    1    8    6    0    0    
Vardas742      Pavarde742     0    6    3    1    8    0    3    6    4    0    9    
Vardas743      Pavarde743     6    1    2    6    10   8    3    7    10   7    2    
Vardas744      Pavarde744     5    2    6    6    5    10   4    6    10   7    10   
Vardas745      Pavarde745     4    2    7    7    8    9    9    5    5    6    4    
Vardas746      Pavarde746     5    7    6    7    0    8    1    1    4    3    7    
Vardas747      Pavarde747     3    7    7    6    1    6    0    6    0    2    2    
Vardas748      Pavarde748     0    6    6    3    9    3    1    0    1    1    3    
Vardas749      Pavarde749     3    6    4    7    6    2    0    4    1    10   0    
Vardas75       Pavarde75      2    3    0    5    4    10   1    5    4    10   2    
Vardas750      Pavarde750     2    4    1    6    7    8    8    7    9    9    7    
Vardas751      Pavarde751     9    3    6    0    10   8    5    4    3    2    7    
Vardas752      Pavarde752     10   8    6    3    8    9    3    10   4    8    6    
Vardas753      Pavarde753     4    3    4    6    3    9    4    1    10   1    4    
Vardas754      Pavarde754     2    8    10   1    3    0    0    1    5    6    10   
Vardas755      Pavarde755     5    1    3    2    5    0    5    0    5    5    0    
Vardas756      Pavarde756     0    10   8    2    4    1    7    1    10   2    10   
Vardas757      Pavarde757     6    10   3    7    8    7    2    0    8    8    9    
Vardas758      Pavarde758     1    7    6    2    2    2    9    0    0    2    1    
Vardas759      Pavarde759     8    9    8    6    1    10   3    9    0    5    8    
Vardas76       Pavarde76      2    7    10   3    7    10   6    9    6    3    5    
Vardas760      Pavarde760     3    2    8    4    2    2    0    5    3    3    5    
Vardas761      Pavarde761     3    0    6    7    8    5    4    9    8    9    6    
Vardas762      Pavarde762     10   8    9    0    1    9    4    6    1    2    10   
Vardas763      Pavarde763     7    6    3    3    5    7    2    4    9    8    6    
Vardas764      Pavarde764     4    7    6    0    7    7    9    5    3    6    2    
Vardas765      Pavarde765     1    0    7    4    7    3    7    6    10   5    1    
Vardas766      Pavarde766     6    9    1    9    7    3    5    5    9    0    7    
Vardas767      Pavarde767     9    2    10   4    3    1    10   9    9    8    10   
Vardas768      Pavarde768     8    3    10   9    0    10   3    6    7    8    8    
Vardas769      Pavarde769     5    6    2    4    9    5    4    6    1    6    0    
Vardas77       Pavarde77      6    8    8    7    1    0    10   8    4    8    1    
Vardas770      Pavarde770     10   2    0    9    2    4    8    7    5    0    6    
Vardas771      Pavarde771     4    2    3    3    8    4    7    5    4    7    0    
Vardas772      Pavarde772     10   2    4    3    3    0    10   8    8    5    7    
Vardas773      Pavarde773     1    7    4    10   4    1    4    7    0    4    3    
Vardas774      Pavarde774     1    1    2    7    5    9    10   1    1    0    4    
Vardas775      Pavarde775     4    4    8    3    3    7    10   0    10   5    1    
Vardas776      Pavarde776     9    2    1    8    9    9    8    1    1    6    1    
Vardas777      Pavarde777     10   7    4    2    7    9    2    5    4    7    9    
Vardas778      Pavarde778     1    8    6    9    10   1    6    9    5    7    10   
Vardas779      Pavarde779     7    8    7    10   1    0    5    0    7    1    0    
Vardas78       Pavarde78      2    6    5    4    3    9    7    8    9    1    4    
Vardas780      Pavarde780     3    4    5    1    7    9    5    2    5    9    9    
Vardas781      Pavarde781     9    7    5    8    8    9    8    5    0    0    2    
Vardas782      Pavarde782     0    2    3    10   2    9    0    0    8    1    7    
Vardas783      Pavarde783     6    5    3    7    6    2    0    3    9    3    4    
Vardas784      Pavarde784     9    1    8    6    2    8    2    6    10   0    2    
Vardas785      Pavarde785     5    3    1    6    4    4    0    2    4    8    9    
Vardas786      Pavarde786     6    10   7    5    3    0    6    0    6    9    4    
Vardas787      Pavarde787     0    7    10   8    3    4    9    2    9    8    3    
Vardas788      Pavarde788     6    10   4    7    9    4    8    9    8    7    8    
Vardas789      Pavarde789     9    8    5    7    10   9    3    4    2    9    1    
Vardas79       Pavarde79      5    6    5    4    4    9    3    3    4    4    10   
Vardas790      Pavarde790     5    7    4    2    1    0    8    5    4    3    5    
Vardas791      Pavarde791     10   4    3    8    1    9    0    9    4    1    4    
Vardas792      Pavarde792     9    8    1    6    9    0    4    8    2    5    6    
Vardas793      Pavarde793     6    8    0    10   9    1    0    2    10   0    1    
