Vardas         Pavarde        nd1  nd2  nd3  nd4  nd5  nd6  nd7  nd8  nd9  nd10 Egz. 
Vardas3146     Pavarde3146    7    9    1    10   9    7    10   1    10   1    4    
Vardas3147     Pavarde3147    0    10   9    8    3    1    4    8    10   5    1    
Vardas3148     Pavarde3148    8    10   6    10   1    9    6    1    3    3    0    
Vardas3149     Pavarde3149    2    5    10   10   6    7    5    6    5    7    6    
Vardas315      Pavarde315     5    0    5    2    10   4    4    7    8    8    8    
Vardas3150     Pavarde3150    10   3    5    8    2    10   1    2    6    8    1    
Vardas3151     Pavarde3151    4    10   2    3    9    7    3    3    8    7    9    
Vardas3152     Pavarde3152    4    4    6    4    10   8    1    10   0    5    6    
Vardas3153     Pavarde3153    1    5    4    2    3    4    9    8    0    8    7    
Vardas3154     Pavarde3154    7    10   5    5    5    5    4    7    6    10   1    
Vardas3155     Pavarde3155    1    8    4    9    9    1    7    6    3    6    6    
Vardas3156     Pavarde3156    7    1    0    8    9    5    4    6    2    3    5    
Vardas3157     Pavarde3157    6    9    7    7    6    9    8    10   6    7    2    
Vardas3158     Pavarde3158    7    9    2    1    1    1    4    10   0    9    0    
Vardas3159     Pavarde3159    0    2    3    6    0    7    8    1    0    6    5    
Vardas316      Pavarde316     7    9    9    4    7    8    7    4    2    0    7    
Vardas3160     Pavarde3160    0    8    3    2    10   3    0    6    4    3    2    
Vardas3161     Pavarde3161    9    5    2    1    0    7    8    10   4    10   4    
Vardas3162     Pavarde3162    1    3    8    0    1    1    7    5    3    6    10   
Vardas3163     Pavarde3163    2    1    6    4    1    8    0    8    9    1    1    
Vardas3164     Pavarde3164    7    5    10   1    0    0    0    4    9    7    2    
Vardas3165     Pavarde3165    3    3    9    3    8    4    4    3    7    1    6    
Vardas3166     Pavarde3166    8    7    8    7    0    10   6    0    0    6    4    
Vardas3167     Pavarde3167    2    5    4    1    0    1    1    5    4    7    1    
Vardas3168     Pavarde3168    7    10   5    9    8    6    3    1    10   0    2    
Vardas3169     Pavarde3169    2    7    9    6    5    0    9    4    0    0    6    
Vardas317      Pavarde317     0    8    1    7    10   8    0    4    6    4    3    
Vardas3170     Pavarde3170    2    10   9    4    8    4    5    4    8    3    1    
Vardas3171     Pavarde3171    2    8    1    4    7    3    6    4    4    1    7    
Vardas3172     Pavarde3172    2    6    2    10   6    9    10   10   9    2    4    
Vardas3173     Pavarde3173    10   10   4    4    9    8    2    0    8    4    5    
Vardas3174     Pavarde3174    7    6    4    6    0    8    8    0    9    7    3    
Vardas3175     Pavarde3175    8    2    10   7    6    7    8    3    2    9    3    
Vardas3176     Pavarde3176    2    8    1    4    0    4    5    6    7    6    4    
Vardas3177     Pavarde3177    3    3    10   9    1    8    2    0    5    0    9    
Vardas3178     Pavarde3178    10   0    9    7    7    1    6    6    0    0    1    
Vardas3179     Pavarde3179    9    4    9    10   4    1    7    1    9    9    1    
Vardas318      Pavarde318     9    7    9    5    10   4    4    7    0    6    0    
Vardas3180     Pavarde3180    10   8    1    1    9    2    5    10   4    5    10   
Vardas3181     Pavarde3181    3    1    9    8    3    3    6    0    5    0    8    
Vardas3182     Pavarde3182    10   1    10   7    10   1    8    3    9    6    8    
Vardas3183     Pavarde3183    9    2    7    4    6    7    8    2    7    7    9    
Vardas3184     Pavarde3184    6    2    4    2    3    1    4    1    3    7    9    
Vardas3185     Pavarde3185    4    8    0    9    6    5    1    3    2    7    6    
Vardas3186     Pavarde3186    5    8    3    3    9    2    6    8    0    0    8    
Vardas3187     Pavarde3187    4    8    7    5    0    4    4    3    5    2    4    
Vardas3188     Pavarde3188    9    8    3    10   2    4    7    5    2    1    10   
Vardas3189     Pavarde3189    4    1    8    6    8    7    0    8    4    7    5    
Vardas319      Pavarde319     7    7    3    8    2    8    1    9    9    0    5    
Vardas3190     Pavarde3190    6    7    2    9    3    3    10   3    4    9    6    
Vardas3191     Pavarde3191    8    5    0    6    4    4    9    7    0    8    3    
Vardas3192     Pavarde3192    2    10   3    9    9    1    4    5    7    3    5    
Vardas3193     Pavarde3193    5    4    6    10   2    0    9    10   2    1    0    
Vardas3194     Pavarde3194    1    0    5    6    1    6    5    10   0    4    6    
Vardas3195     Pavarde3195    5    6    9    9    4    0    8    4    8    3    3    
Vardas3196     Pavarde3196    7    0    2    8    5    0    9    2    7    3    7    
Vardas3197     Pavarde3197    1    7    5    10   3    2    1    0    1    7    8    
Vardas3198     Pavarde3198    2    2    9    5    10   7    5    4    7    0    3    
Vardas3199     Pavarde3199    8    10   3    3    5    4    8    4    10   1    7    
Vardas32       Pavarde32      4    4    5    7    1    9    8    2    2    10   4    
Vardas320      Pavarde320     2    2    9    6    7    7    1    10   0    5    8    
Vardas3200     Pavarde3200    4    0    3    8    1    7    2    3    5    5    0    
Vardas3201     Pavarde3201    3    8    4    10   2    3    10   10   10   6    4    
Vardas3202     Pavarde3202    3    2    3    1    8    3    8    9    2    4    2    
Vardas3203     Pavarde3203    3    1    5    3    5    6    1    2    6    1    2    
Vardas3204     Pavarde3204    8    10   0    1    10   8    10   5    7    3    10   
Vardas3205     Pavarde3205    9    1    10   2    4    5    0    5    2    8    7    
Vardas3206     Pavarde3206    5    2    3    4    4    5    10   10   10   0    0    
Vardas3207     Pavarde3207    7    7    2    2    9    7    0    4    10   0    5    
Vardas3208     Pavarde3208    5    8    7    8    9    4    10   5    5    9    0    
Vardas3209     Pavarde3209    3    0    0    8    0    6    4    0    10   9    3    
Vardas321      Pavarde321     9    2    9    6    3    2    5    0    3    1    6    
Vardas3210     Pavarde3210    10   8    5    6    5    1    2    9    7    5    5    
Vardas3211     Pavarde3211    0    0    10   4    0    4    4    2    7    4    9    
Vardas3212     Pavarde3212    3    0    6    1    3    0    10   0    0    8    8    
Vardas3213     Pavarde3213    3    2    7    0    2    1    3    2    0    5    0    
Vardas3214     Pavarde3214    4    5    10   10   1    5    8    8    6    0    5    
Vardas3215     Pavarde3215    4    7    1    0    10   5    1    7    6    1    1    
Vardas3216     Pavarde3216    9    8    3    8    4    0    8    10   10   2    9    
Vardas3217     Pavarde3217    10   5    2    9    3    8    1    7    6    7    9    
Vardas3218     Pavarde3218    8    0    2    9    7    0    9    9    7    8    8    
Vardas3219     Pavarde3219    8    3    9    7    6    7    5    7    2    2    2    
Vardas322      Pavarde322     6    10   6    5    2    8    8    1    10   5    1    
Vardas3220     Pavarde3220    1    1    0    1    0    7    3    8    2    2    5    
Vardas3221     Pavarde3221    7    8    4    8    5    10   4    7    8    9    5    
Vardas3222     Pavarde3222    1    9    6    8    10   3    8    3    5    10   10   
Vardas3223     Pavarde3223    5    3    3    8    8    8    6    1    5    9    6    
Vardas3224     Pavarde3224    5    5    6    6    7    10   9    10   1    9    8    
Vardas3225     Pavarde3225    8    7    9    1    10   0    4    5    6    4    0    
Vardas3226     Pavarde3226    4    6    8    9    6    7    5    1    7    10   1    
Vardas3227     Pavarde3227    10   2    7    10   3    8    4    3    4    4    10   
Vardas3228     Pavarde3228    5    1    3    2    4    1    6    1    2    8    7    
Vardas3229     Pavarde3229    8    1    3    6    8    8    9    3    2    4    2    
Vardas323      Pavarde323     5    3    3    3    9    2    2    1    0    4    0    
Vardas3230     Pavarde3230    5    4    10   9    8    5    8    6    2    6    9    
Vardas3231     Pavarde3231    6    1    9    1    1    0    4    4    0    2    8    
Vardas3232     Pavarde3232    9    0    4    8    9    9    9    5    7    2    10   
Vardas3233     Pavarde3233    5    5    9    8    10   1    2    3    6    3    2    
Vardas3234     Pavarde3234    9    9    4    8    2    10   6    3    7    2    9    
Vardas3235     Pavarde3235    8    10   3    0    8    1    4    1    10   6    1    
Vardas3236     Pavarde3236    5    1    5    8    6    10   1    9    5    0    4    
Vardas3237     Pavarde3237    0    2    10   1    0    0    7    10   10   4    3    
Vardas3238     Pavarde3238    1    6    1    10   1    8    8    0    3    6    5    
Vardas3239     Pavarde3239    4    10   7    3    10   6    5    9    1    4    2    
Vardas324      Pavarde324     10   2    0    2    2    2    9    6    3    10   9    
Vardas3240     Pavarde3240    7    4    1    10   8    2    4    5    1    7    4    
Vardas3241     Pavarde3241    3    10   5    1    4    8    6    7    0    1    10   
Vardas3242     Pavarde3242    8    0    1    3    10   0    3    0    1    8    3    
Vardas3243     Pavarde3243    2    0    2    7    8    2    7    2    9    1    2    
Vardas3244     Pavarde3244    8    0    4    0    6    0    10   2    7    4    3    
Vardas3245     Pavarde3245    3    7    4    9    8    10   6    0    0    8    2    
Vardas3246     Pavarde3246    0    2    5    1    2    1    0    8    8    7    1    
Vardas3247     Pavarde3247    3    10   2    3    7    5    4    8    1    0    3    
Vardas3248     Pavarde3248    4    9    2    8    3    7    8    3    3    1    7    
Vardas3249     Pavarde3249    9    9    2    0    2    7    4    0    2    8    9    
Vardas325      Pavarde325     1    10   1    1    4    9    1    2    10   0    9    
Vardas3250     Pavarde3250    1    8    10   2    0    3    8    9    7    8    2    
Vardas3251     Pavarde3251    1    2    0    0    3    1    2    9    5    5    8    
Vardas3252     Pavarde3252    9    9    6    8    0    9    5    2    6    9    2    
Vardas3253     Pavarde3253    10   8    4    8    5    1    10   8    10   10   5    
Vardas3254     Pavarde3254    9    8    4    6    4    4    8    2    7    3    4    
Vardas3255     Pavarde3255    10   1    6    4    1    7    5    6    0    6    2    
Vardas3256     Pavarde3256    2    7    3    2    0    4    9    2    4    1    0    
Vardas3257     Pavarde3257    1    9    10   10   8    10   7    4    3    4    8    
Vardas3258     Pavarde3258    6    5    1    9    7    3    1    7    3    4    9    
Vardas3259     Pavarde3259    8    8    7    0    3    8    6    10   8    2    0    
Vardas326      Pavarde326     7    7    1    6    3    8    8    3    4    8    7    
Vardas3260     Pavarde3260    5    6    9    3    1    5    4    2    2    2    0    
Vardas3261     Pavarde3261    4    7    6    0    3    3    9    5    4    4    9    
Vardas3262     Pavarde3262    8    0    3    0    7    8    1    6    1    8    4    
Vardas3263     Pavarde3263    10   7    10   10   2    0    4    5    4    0    4    
Vardas3264     Pavarde3264    2    1    0    7    7    8    6    0    10   0    6    
Vardas3265     Pavarde3265    7    6    3    4    2    9    4    0    1    5    6    
Vardas3266     Pavarde3266    6    0    7    5    3    0    10   1    9    3    9    
Vardas3267     Pavarde3267    6    4    3    3    0    1    3    1    8    7    8    
Vardas3268     Pavarde3268    4    1    1    7    2    0    10   6    2    6    9    
Vardas3269     Pavarde3269    10   9    8    4    1    0    6    1    0    1    3    
Vardas327      Pavarde327     1    10   5    0    1    1    0    8    6    7    5    
Vardas3270     Pavarde3270    8    1    5    7    10   6    3    6    7    8    6    
Vardas3271     Pavarde3271    3    5    1    6    10   4    4    8    6    7    3    
Vardas3272     Pavarde3272    1    0    5    6    7    1    2    5    10   4    9    
Vardas3273     Pavarde3273    5    6    5    5    10   3    4    7    5    2    7    
Vardas3274     Pavarde3274    8    5    2    6    5    0    6    3    7    8    10   
Vardas3275     Pavarde3275    0    7    10   3    7    2    0    2    10   0    1    
Vardas3276     Pavarde3276    7    9    5    0    0    1    10   1    5    4    6    
Vardas3277     Pavarde3277    6    10   7    0    1    8    4    0    2    9    7    
Vardas3278     Pavarde3278    8    9    2    8    9    1    4    7    10   0    4    
Vardas3279     Pavarde3279    8    8    6    6    3    4    2    9    3    4    6    
Vardas328      Pavarde328     3    3    6    4    9    4    7    1    10   6    7    
Vardas3280     Pavarde3280    8    4    1    5    6    9    9    7    6    10   9    
Vardas3281     Pavarde3281    7    2    5    10   10   7    3    7    6    1    3    
Vardas3282     Pavarde3282    5    10   2    0    3    5    1    3    5    0    8    
Vardas3283     Pavarde3283    3    5    0    9    0    7    1    2    8    3    2    
Vardas3284     Pavarde3284    8    8    0    7    9    1    7    0    4    9    0    
Vardas3285     Pavarde3285    3    1    4    3    2    9    0    0    3    2    1    
Vardas3286     Pavarde3286    1    5    7    10   1    1    3    0    6    10   9    
Vardas3287     Pavarde3287    0    5    1    8    0    1    4    5    10   9    0    
Vardas3288     Pavarde3288    0    2    3    8    5    0    3    3    0    3    8    
Vardas3289     Pavarde3289    4    9    6    10   9    10   5    1    6    1    8    
Vardas329      Pavarde329     9    3    7    8    1    10   2    3    6    2    1    
Vardas3290     Pavarde3290    10   4    10   0    0    1    2    9    6    10   6    
Vardas3291     Pavarde3291    3    9    2    7    2    4    7    0    7    0    10   
Vardas3292     Pavarde3292    1    6    10   8    8    8    0    2    5    10   5    
Vardas3293     Pavarde3293    6    1    2    3    9    4    5    1    10   2    6    
Vardas3294     Pavarde3294    9    6    8    7    5    6    4    10   3    9    10   
Vardas3295     Pavarde3295    0    8    4    9    2    10   5    9    1    3    7    
Vardas3296     Pavarde3296    9    3    1    8    1    3    8    3    5    3    1    
Vardas3297     Pavarde3297    0    7    10   2    2    4    9    4    8    3    8    
Vardas3298     Pavarde3298    10   7    7    3    6    1    9    3    6    0    0    
Vardas3299     Pavarde3299    0    8    3    8    3    8    2    8    6    9    1    
Vardas33       Pavarde33      7    4    6    0    7    3    3    7    2    8    9    
Vardas330      Pavarde330     3    5    8    0    4    6    6    8    8    2    6    
Vardas3300     Pavarde3300    6    5    10   3    9    8    5    9    4    8    5    
Vardas3301     Pavarde3301    1    4    1    8    4    0    10   10   1    3    7    
Vardas3302     Pavarde3302    1    2    7    1    3    8    3    3    10   1    2    
Vardas3303     Pavarde3303    2    8    3    5    10   9    3    4    10   1    7    
Vardas3304     Pavarde3304    0    4    2    5    9    10   6    5    9    4    9    
Vardas3305     Pavarde3305    3    6    7    3    5    4    0    4    4    3    2    
Vardas3306     Pavarde3306    6    7    2    10   8    2    0    0    7    9    0    
Vardas3307     Pavarde3307    9    7    4    6    4    8    7    1    10   7    5    
Vardas3308     Pavarde3308    1    1    10   1    2    3    1    4    6    3    8    
Vardas3309     Pavarde3309    3    0    5    2    4    10   5    6    5    8    1    
Vardas331      Pavarde331     4    2    2    1    6    9    9    0    6    9    5    
Vardas3310     Pavarde3310    8    0    7    7    8    5    3    1    1    0    7    
Vardas3311     Pavarde3311    6    1    7    3    1    3    8    6    6    1    5    
Vardas3312     Pavarde3312    10   8    10   4    9    8    0    1    7    5    4    
Vardas3313     Pavarde3313    2    3    5    4    5    8    7    5    2    5    0    
Vardas3314     Pavarde3314    8    7    9    7    10   2    5    5    10   7    7    
Vardas3315     Pavarde3315    1    10   7    0    0    1    3    4    3    10   10   
Vardas3316     Pavarde3316    4    6    7    3    3    1    4    4    0    6    8    
Vardas3317     Pavarde3317    6    9    9    5    0    2    8    5    7    1    3    
Vardas3318     Pavarde3318    0    2    3    7    10   9    0    2    3    6    4    
Vardas3319     Pavarde3319    0    0    6    9    0    8    2    9    5    8    9    
Vardas332      Pavarde332     2    6    10   7    0    8    8    0    10   9    1    
Vardas3320     Pavarde3320    6    7    1    4    0    7    5    9    9    7    10   
Vardas3321     Pavarde3321    4    0    3    5    0    0    1    9    0    0    4    
Vardas3322     Pavarde3322    8    5    4    0    8    3    5    2    3    6    9    
Vardas3323     Pavarde3323    8    4    8    2    6    3    8    4    9    0    4    
Vardas3324     Pavarde3324    8    0    8    6    9    10   8    9    10   10   7    
Vardas3325     Pavarde3325    3    10   4    3    7    8    10   0    4    3    4    
Vardas3326     Pavarde3326    1    8    7    10   8    8    8    5    2    6    0    
Vardas3327     Pavarde3327    8    1    10   6    6    1    7    5    1    7    10   
Vardas3328     Pavarde3328    5    6    7    4    9    8    1    4    2    3    0    
Vardas3329     Pavarde3329    9    4    10   2    6    6    9    6    6    5    2    
Vardas333      Pavarde333     9    10   7    3    1    4    1    9    6    0    2    
Vardas3330     Pavarde3330    3    3    3    2    7    4    6    10   2    6    2    
Vardas3331     Pavarde3331    10   2    0    6    8    3    8    10   10   3    10   
Vardas3332     Pavarde3332    8    9    6    10   5    6    9    3    3    4    3    
Vardas3333     Pavarde3333    8    9    6    4    2    8    1    8    5    1    4    
Vardas3334     Pavarde3334    6    2    3    7    0    7    2    7    2    3    7    
Vardas3335     Pavarde3335    9    6    2    8    5    9    0    1    10   8    1    
Vardas3336     Pavarde3336    1    5    8    7    8    9    0    7    5    7    0    
Vardas3337     Pavarde3337    8    9    0    1    8    3    8    3    9    3    1    
Vardas3338     Pavarde3338    8    3    2    2    1    3    3    8    6    5    9    
Vardas3339     Pavarde3339    10   6    4    3    10   5    0    9    1    2    9    
Vardas334      Pavarde334     10   4    7    9    10   3    9    3    5    2    8    
Vardas3340     Pavarde3340    7    2    8    8    6    3    4    0    10   3    4    
Vardas3341     Pavarde3341    2    5    0    10   0    0    7    9    7    1    8    
Vardas3342     Pavarde3342    7    6    1    0    6    4    10   9    0    5    3    
Vardas3343     Pavarde3343    0    2    3    1    8    1    1    9    5    9    9    
Vardas3344     Pavarde3344    8    3    2    9    2    10   1    2    6    5    5    
Vardas3345     Pavarde3345    2    10   7    7    7    0    8    3    7    7    0    
Vardas3346     Pavarde3346    7    2    6    7    5    4    7    10   8    6    5    
Vardas3347     Pavarde3347    5    4    9    3    4    4    3    6    3    1    2    
Vardas3348     Pavarde3348    1    3    9    8    6    3    10   10   0    7    7    
Vardas3349     Pavarde3349    1    9    6    8    6    10   2    7    7    7    2    
Vardas335      Pavarde335     2    2    9    5    6    5    5    1    7    0    1    
Vardas3350     Pavarde3350    7    3    4    4    10   6    3    1    7    4    5    
Vardas3351     Pavarde3351    9    1    3    2    10   0    4    8    8    10   5    
Vardas3352     Pavarde3352    6    6    7    1    4    2    2    8    5    1    0    
Vardas3353     Pavarde3353    5    0    2    10   4    9    3    6    3    10   0    
Vardas3354     Pavarde3354    2    5    10   2    3    2    5    1    9    8    10   
Vardas3355     Pavarde3355    0    5    10   0    7    1    6    9    4    0    4    
Vardas3356     Pavarde3356    8    9    10   0    4    6    2    6    9    7    0    
Vardas3357     Pavarde3357    4    10   2    2    6    5    7    3    1    2    10   
Vardas3358     Pavarde3358    9    7    4    10   6    4    3    2    2    10   2    
Vardas3359     Pavarde3359    4    1    10   4    0    4    3    1    3    7    6    
Vardas336      Pavarde336     9    2    8    8    7    2    6    8    2    7    7    
Vardas3360     Pavarde3360    1    8    6    2    0    2    3    6    3    0    6    
Vardas3361     Pavarde3361    8    10   3    6    8    10   10   7    6    6    10   
Vardas3362     Pavarde3362    1    5    8    9    7    3    4    9    6    4    10   
Vardas3363     Pavarde3363    8    5    9    5    9    5    7    6    9    6    8    
Vardas3364     Pavarde3364    0    0    3    10   6    10   8    4    1    4    1    
Vardas3365     Pavarde3365    1    9    1    9    4    3    10   2    8    6    2    
Vardas3366     Pavarde3366    10   1    1    5    10   5    7    6    7    0    6    
Vardas3367     Pavarde3367    1    1    2    2    5    1    0    7    9    2    5    
Vardas3368     Pavarde3368    3    2    5    2    1    9    0    8    6    8    10   
Vardas3369     Pavarde3369    1    8    4    7    2    3    6    7    5    3    3    
Vardas337      Pavarde337     7    0    7    8    1    7    4    10   0    7    2    
Vardas3370     Pavarde3370    10   7    10   0    4    10   1    2    10   7    4    
Vardas3371     Pavarde3371    1    1    10   4    2    0    0    10   8    7    7    
Vardas3372     Pavarde3372    6    4    5    10   6    3    4    9    10   6    2    
Vardas3373     Pavarde3373    1    6    2    6    3    8    2    10   10   7    1    
Vardas3374     Pavarde3374    6    3    6    10   6    7    3    0    0    9    8    
Vardas3375     Pavarde3375    0    9    9    3    0    1    6    4    6    10   6    
Vardas3376     Pavarde3376    4    6    4    1    9    2    4    9    4    0    8    
Vardas3377     Pavarde3377    10   0    1    0    8    1    2    8    3    10   6    
Vardas3378     Pavarde3378    0    8    9    1    4    5    8    6    7    4    10   
Vardas3379     Pavarde3379    0    4    1    9    8    0    1    5    8    5    6    
Vardas338      Pavarde338     1    1    4    1    5    5    10   8    7    9    5    
Vardas3380     Pavarde3380    6    2    2    8    3    5    6    5    3    8    4    
Vardas3381     Pavarde3381    9    8    4    3    6    2    1    8    0    10   3    
Vardas3382     Pavarde3382    2    6    8    7    3    9    9    0    9    5    5    
Vardas3383     Pavarde3383    1    9    6    7    2    6    0    0    6    6    7    
Vardas3384     Pavarde3384    9    7    3    6    9    1    9    2    0    0    6    
Vardas3385     Pavarde3385    6    3    3    7    2    2    9    6    1    3    0    
Vardas3386     Pavarde3386    8    5    6    9    5    7    8    3    6    2    7    
Vardas3387     Pavarde3387    10   5    9    9    2    8    3    6    8    6    9    
Vardas3388     Pavarde3388    8    7    7    6    10   10   8    10   1    3    8    
Vardas3389     Pavarde3389    5    0    6    4    6    9    8    2    4    9    3    
Vardas339      Pavarde339     10   7    1    0    4    8    8    7    7    5    7    
Vardas3390     Pavarde3390    10   10   6    6    7    5    1    8    2    4    1    
Vardas3391     Pavarde3391    4    2    1    10   9    8    6    5    3    1    9    
Vardas3392     Pavarde3392    9    6    2    8    1    2    1    10   1    8    5    
Vardas3393     Pavarde3393    7    0    9    2    1    6    3    9    5    8    4    
Vardas3394     Pavarde3394    0    10   1    3    10   1    9    9    9    3    7    
Vardas3395     Pavarde3395    0    10   1    7    7    0    5    8    9    0    1    
Vardas3396     Pavarde3396    0    2    0    6    0    6    5    2    9    4    5    
Vardas3397     Pavarde3397    7    10   8    8    8    0    9    10   9    5    7    
Vardas3398     Pavarde3398    0    6    3    3    1    6    1    9    10   6    8    
Vardas3399     Pavarde3399    9    8    8    4    10   3    8    3    8    2    3    
Vardas34       Pavarde34      0    5    2    8    3    2    9    10   1    10   2    
Vardas340      Pavarde340     3    0    2    8    8    1    10   6    1    1    0    
Vardas3400     Pavarde3400    5    7    3    7    1    8    3    2    2    2    7    
Vardas3401     Pavarde3401    2    4    3    1    3    9    6    10   6    4    5    
Vardas3402     Pavarde3402    5    10   9    7    5    6    1    10   9    7    3    
Vardas3403     Pavarde3403    5    0    3    7    7    7    3    4    0    0    9    
Vardas3404     Pavarde3404    9    6    6    0    1    1    6    5    4    9    7    
Vardas3405     Pavarde3405    8    8    3    1    10   4    6    10   5    3    9    
Vardas3406     Pavarde3406    1    6    3    9    8    10   10   10   2    4    1    
Vardas3407     Pavarde3407    0    1    8    0    9    9    3    6    0    5    1    
Vardas3408     Pavarde3408    10   5    0    5    7    6    4    2    9    4    1    
Vardas3409     Pavarde3409    7    7    9    7    1    8    5    10   1    2    5    
Vardas341      Pavarde341     6    0    2    2    6    10   9    4    1    0    6    
Vardas3410     Pavarde3410    2    3    1    0    10   7    10   0    3    4    2    
Vardas3411     Pavarde3411    2    5    6    5    3    6    10   4    0    2    0    
Vardas3412     Pavarde3412    0    6    8    10   6    3    3    4    7    2    0    
Vardas3413     Pavarde3413    1    8    1    4    2    1    5    10   8    6    0    
Vardas3414     Pavarde3414    9    10   5    2    3    0    0    7    5    8    0    
Vardas3415     Pavarde3415    0    10   3    1    8    10   9    1    8    1    1    
Vardas3416     Pavarde3416    6    9    8    1    6    0    1    8    5    2    7    
Vardas3417     Pavarde3417    8    3    5    2    8    3    8    1    7    8    3    
Vardas3418     Pavarde3418    1    2    1    1    7    3    0    10   5    8    9    
Vardas3419     Pavarde3419    2    9    8    9    1    0    6    8    9    10   5    
Vardas342      Pavarde342     6    2    4    4    8    10   8    10   7    7    3    
Vardas3420     Pavarde3420    6    3    10   3    2    10   6    3    4    9    7    
Vardas3421     Pavarde3421    2    4    4    2    9    0    10   9    9    10   1    
Vardas3422     Pavarde3422    10   4    2    5    7    2    1    4    1    6    4    
Vardas3423     Pavarde3423    2    9    0    3    7    10   6    9    9    9    9    
Vardas3424     Pavarde3424    0    7    1    2    3    2    1    6    9    5    4    
Vardas3425     Pavarde3425    1    4    4    4    6    0    8    3    5    2    2    
Vardas3426     Pavarde3426    6    7    6    4    2    6    7    4    7    3    6    
Vardas3427     Pavarde3427    0    6    9    2    4    2    8    10   0    3    2    
Vardas3428     Pavarde3428    10   10   3    6    1    5    5    0    6    8    5    
Vardas3429     Pavarde3429    10   8    5    2    10   6    7    3    2    7    9    
Vardas343      Pavarde343     4    7    0    1    2    8    1    9    1    6    6    
Vardas3430     Pavarde3430    10   6    0    2    8    9    7    10   2    4    10   
Vardas3431     Pavarde3431    6    5    4    3    7    8    10   0    9    8    0    
Vardas3432     Pavarde3432    7    4    9    1    8    1    0    3    9    7    9    
Vardas3433     Pavarde3433    8    0    1    6    0    0    1    5    10   8    6    
Vardas3434     Pavarde3434    6    10   5    7    0    1    10   8    3    9    4    
Vardas3435     Pavarde3435    9    8    9    8    5    6    5    3    4    3    7    
Vardas3436     Pavarde3436    8    2    0    2    0    9    9    5    4    10   0    
Vardas3437     Pavarde3437    4    7    5    0    1    6    7    4    2    5    5    
Vardas3438     Pavarde3438    9    4    7    4    2    1    9    10   5    1    3    
Vardas3439     Pavarde3439    4    9    0    10   5    2    4    7    1    3    5    
Vardas344      Pavarde344     3    3    3    3    3    6    10   10   1    5    8    
Vardas3440     Pavarde3440    2    8    2    2    5    10   10   1    4    6    10   
Vardas3441     Pavarde3441    1    7    6    7    9    8    8    9    5    0    7    
Vardas3442     Pavarde3442    8    4    8    3    6    1    6    9    7    3    5    
Vardas3443     Pavarde3443    9    5    6    0    1    6    4    0    1    5    7    
Vardas3444     Pavarde3444    0    9    2    7    2    7    6    1    4    10   8    
Vardas3445     Pavarde3445    1    5    10   7    6    3    6    3    9    6    0    
Vardas3446     Pavarde3446    8    3    1    0    9    5    9    8    1    8    10   
Vardas3447     Pavarde3447    9    7    2    0    4    0    8    1    0    3    4    
Vardas3448     Pavarde3448    2    4    1    7    5    3    7    1    0    1    7    
Vardas3449     Pavarde3449    5    9    10   6    2    5    5    9    7    6    2    
Vardas345      Pavarde345     9    10   4    4    0    1    9    6    7    5    7    
Vardas3450     Pavarde3450    2    5    4    9    5    5    7    3    1    5    10   
Vardas3451     Pavarde3451    0    10   2    7    10   4    8    8    3    8    10   
Vardas3452     Pavarde3452    6    4    2    9    0    0    5    10   8    1    8    
Vardas3453     Pavarde3453    4    4    9    1    0    9    0    7    2    6    10   
Vardas3454     Pavarde3454    4    0    1    10   10   9    3    2    2    2    2    
Vardas3455     Pavarde3455    7    9    8    3    5    5    3    7    8    6    9    
Vardas3456     Pavarde3456    8    2    2    4    4    8    2    0    5    1    10   
Vardas3457     Pavarde3457    4    4    10   7    6    2    2    2    1    7    1    
Vardas3458     Pavarde3458    8    3    3    10   6    8    7    5    0    2    5    
Vardas3459     Pavarde3459    1    9    4    7    0    5    6    2    8    6    0    
Vardas346      Pavarde346     0    1    10   7    10   5    7    0    7    1    4    
Vardas3460     Pavarde3460    6    4    3    9    8    7    9    5    8    3    0    
Vardas3461     Pavarde3461    5    0    4    5    2    5    4    6    3    4    0    
Vardas3462     Pavarde3462    0    10   1    2    10   6    5    6    3    6    3    
Vardas3463     Pavarde3463    8    6    5    0    0    5    5    6    8    2    0    
Vardas3464     Pavarde3464    8    0    8    2    6    9    1    2    0    7    4    
Vardas3465     Pavarde3465    5    9    8    5    5    6    6    9    7    5    0    
Vardas3466     Pavarde3466    6    4    10   3    1    9    5    6    9    1    4    
Vardas3467     Pavarde3467    2    10   1    5    1    3    5    4    0    9    5    
Vardas3468     Pavarde3468    10   2    6    8    8    6    6    9    10   4    7    
Vardas3469     Pavarde3469    8    8    9    1    4    8    3    2    2    0    6    
Vardas347      Pavarde347     4    2    1    5    8    5    5    3    6    1    10   
Vardas3470     Pavarde3470    8    6    9    8    8    6    0    8    0    7    0    
Vardas3471     Pavarde3471    7    8    9    0    0    9    4    5    2    6    0    
Vardas3472     Pavarde3472    8    10   6    10   10   8    1    2    10   0    0    
Vardas3473     Pavarde3473    6    1    0    4    1    7    6    3    8    0    7    
Vardas3474     Pavarde3474    9    9    6    2    1    1    2    8    5    8    2    
Vardas3475     Pavarde3475    10   1    0    7    2    6    3    7    8    7    0    
Vardas3476     Pavarde3476    6    8    4    2    5    7    3    6    8    6    7    
Vardas3477     Pavarde3477    7    5    7    8    2    8    7    3    6    3    7    
